stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\f0912\Workspace\SourceCode\allegro5.cfg r
display  D   display_settings.c:212  debug_display_settings           [   0.25580] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25581] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25582] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25583] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25584] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25586] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.25587] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25588] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.25589] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25590] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.25591] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25592] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.25593] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25594] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25595] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25596] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25597] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25599] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.25600] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25601] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.25602] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25603] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.25604] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25605] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.25606] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25607] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25608] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25610] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25611] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25612] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.25613] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25614] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.25615] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25616] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.25617] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25618] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.25619] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25621] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25622] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:527  _al_score_display_settings       [   0.25623] Score is : 769
display  D   display_settings.c:212  debug_display_settings           [   0.25624] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25625] Score is : 598
display  D   display_settings.c:212  debug_display_settings           [   0.25626] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25627] Score is : 593
display  D   display_settings.c:212  debug_display_settings           [   0.25628] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25629] Score is : 589
display  D   display_settings.c:212  debug_display_settings           [   0.25630] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:527  _al_score_display_settings       [   0.25631] Score is : 587
display  D   display_settings.c:212  debug_display_settings           [   0.25632] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25633] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25635] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25636] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25637] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25638] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25639] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25640] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25641] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25642] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25643] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25644] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25646] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25647] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25648] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25649] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25650] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25651] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25652] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25653] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25654] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25655] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25656] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25658] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25659] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25660] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25661] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25662] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25663] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25664] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25665] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25666] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25667] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25669] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25670] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25671] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25672] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25673] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25674] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25675] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25676] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25677] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25679] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25680] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25681] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25682] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25683] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25684] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25685] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25686] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25687] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25689] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25690] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25691] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25692] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25693] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25694] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25695] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25696] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25697] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25698] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25700] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25701] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25702] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25703] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25704] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25705] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25706] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25707] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25708] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25709] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25711] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25712] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25713] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25714] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25715] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25716] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25717] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25718] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25719] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25720] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25722] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25723] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25724] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25725] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25726] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25727] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:398  _al_score_display_settings       [   0.25728] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25729] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25730] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25731] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25733] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25734] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25735] Single Buffer requirement not met.
display  D   display_settings.c:212  debug_display_settings           [   0.25736] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:398  _al_score_display_settings       [   0.25737] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1682 d3d_create_display_internals     [   0.25740] Trying format 0.
d3d      I         d3d_disp.cpp:1358 d3d_display_thread_proc          [   0.25785] Chose a display format: 23
d3d      I         d3d_disp.cpp:1427 d3d_display_thread_proc          [   0.25789] Normal window.
d3d      I         d3d_disp.cpp:791  d3d_create_device                [   0.28190] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:853  d3d_create_device                [   0.44821] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:861  d3d_create_device                [   0.44830] Success
d3d      D         d3d_disp.cpp:1705 d3d_create_display_internals     [   0.44836] Resumed after wait.
d3d      I         d3d_disp.cpp:1738 d3d_create_display_internals     [   0.44846] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1769 d3d_create_display_internals     [   0.44849] Returning d3d_display: 0000000000f9adc0
d3d      D         d3d_disp.cpp:1794 d3d_create_display_locked        [   0.44851] al_display=0000000000f9adc0
d3d      D         d3d_disp.cpp:1795 d3d_create_display_locked        [   0.44853] al_display->vt=0000000000f9ac50
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.44924] PathFindOnPath failed to find d3dx9_43.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.44972] PathFindOnPath failed to find d3dx9_42.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45006] PathFindOnPath failed to find d3dx9_41.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45054] PathFindOnPath failed to find d3dx9_40.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45081] PathFindOnPath failed to find d3dx9_39.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45108] PathFindOnPath failed to find d3dx9_38.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45145] PathFindOnPath failed to find d3dx9_37.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45177] PathFindOnPath failed to find d3dx9_36.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45201] PathFindOnPath failed to find d3dx9_35.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45226] PathFindOnPath failed to find d3dx9_34.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45244] PathFindOnPath failed to find d3dx9_33.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45260] PathFindOnPath failed to find d3dx9_32.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45279] PathFindOnPath failed to find d3dx9_31.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45299] PathFindOnPath failed to find d3dx9_30.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45315] PathFindOnPath failed to find d3dx9_29.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45334] PathFindOnPath failed to find d3dx9_28.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45350] PathFindOnPath failed to find d3dx9_27.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45367] PathFindOnPath failed to find d3dx9_26.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45395] PathFindOnPath failed to find d3dx9_25.dll
system   W            wsystem.c:879  _al_win_safe_load_library        [   0.45419] PathFindOnPath failed to find d3dx9_24.dll
d3dx9    E        d3d_d3dx9.cpp:121  _al_load_d3dx9_module            [   0.45421] Failed to load D3DX9 library. Library is not installed.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.45526] opening assets/font/pirulen.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.45707] Font assets/font/pirulen.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.45711]     ascent=12.0, descent=-3.0, height=14.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.45713] added dtor for ttf_font 00000000028d1a60, func 00007ffeadb64c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.45715] opening assets/sound/menu.mp3 rb
dtor     D               dtor.c:196  _al_register_destructor          [   0.97135] added dtor for sample 00000000028d19d0, func 00007ffeadb71a1d
audio-dsound D           dsound.cpp:311  _dsound_allocate_voice           [   0.97146] Allocating voice
audio-dsound D           dsound.cpp:370  _dsound_allocate_voice           [   0.97148] Allocated voice
dtor     D               dtor.c:196  _al_register_destructor          [   0.97149] added dtor for voice 00000000028d9cb0, func 00007ffeadb75024
dtor     D               dtor.c:196  _al_register_destructor          [   0.97426] added dtor for mixer 00000000028da110, func 00007ffeadb704dc
audio-dsound D           dsound.cpp:466  _dsound_start_voice              [   0.97430] Starting voice
audio-dsound D           dsound.cpp:494  _dsound_start_voice              [   0.97431] CreateSoundBuffer
audio-dsound D           dsound.cpp:502  _dsound_start_voice              [   0.97815] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:508  _dsound_start_voice              [   0.97820] Starting _dsound_update thread
audio-dsound I           dsound.cpp:518  _dsound_start_voice              [   0.97826] Voice started
dtor     D               dtor.c:196  _al_register_destructor          [   0.97828] added dtor for sample_instance 00000000028da640, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97830] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97832] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97833] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97834] added dtor for sample_instance 00000000028da760, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97835] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97836] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97837] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97838] added dtor for sample_instance 00000000028da880, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97839] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97840] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97841] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97843] added dtor for sample_instance 00000000028da9a0, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97844] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97845] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97846] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97847] added dtor for sample_instance 00000000028dae60, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97848] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97849] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97850] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97851] added dtor for sample_instance 00000000028da350, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97861] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97863] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97865] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97866] added dtor for sample_instance 00000000028da470, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97868] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97869] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97870] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97871] added dtor for sample_instance 00000000028e6fa0, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97872] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97874] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97875] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97877] added dtor for sample_instance 00000000028e71d0, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97878] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97879] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97880] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97881] added dtor for sample_instance 00000000028e72f0, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97882] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97883] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97884] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97885] added dtor for sample_instance 00000000028e7410, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97887] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97888] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97889] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97890] added dtor for sample_instance 00000000028e7530, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97891] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97892] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97893] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97894] added dtor for sample_instance 00000000028e7e80, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97895] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97896] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97897] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97898] added dtor for sample_instance 00000000028e7fa0, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97900] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97901] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97902] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97903] added dtor for sample_instance 00000000028e7b20, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97904] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97905] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97906] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97907] added dtor for sample_instance 00000000028e78e0, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97908] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97909] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97910] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97911] added dtor for sample_instance 00000000028e7a00, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97913] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97914] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97915] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97916] added dtor for sample_instance 00000000028e7d60, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97917] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97918] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97919] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97920] added dtor for sample_instance 00000000028e7c40, func 00007ffeadb6929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.97921] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97922] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.97923] 
dtor     D               dtor.c:196  _al_register_destructor          [   0.97924] added dtor for sample_instance 00000000028e8420, func 00007ffeadb6929b
